transaction_id,customer_id,date,age,category,quantity,unit_price,discount,cost,marketing_spend,customer_satisfaction,region,delivery_time,inventory,returned,tenure_months,purchase_frequency,total_purchases,average_order_value,sales,profit,churn,segment
TX-11427,CUST-1061,2026-01-04,49,Furniture,3,1146.3,15.0,696.62,2484.19,4.2,North,3,261,0,26,6,46,3000.46,2923.06,782.44,0,High Value Customer
TX-11428,CUST-1469,2026-03-16,54,Furniture,3,1076.68,5.0,751.46,5927.78,3.0,East,3,194,0,34,6,67,3118.09,3068.54,711.74,1,At-Risk Customer
TX-11429,CUST-1302,2026-06-19,35,Furniture,4,1147.12,0.0,639.87,2060.81,2.7,South,5,139,0,21,4,31,4666.78,4588.48,1975.59,1,At-Risk Customer
TX-11430,CUST-1566,2025-12-09,42,Electronics,2,347.19,10.0,231.54,2711.79,5.0,West,3,320,0,28,10,87,661.1,624.94,107.69,0,High Value Customer
TX-11431,CUST-1500,2025-12-02,52,Home & Kitchen,2,380.96,5.0,213.68,6011.41,3.9,West,4,139,0,33,2,20,747.66,723.82,188.29,0,Regular Customer
TX-11432,CUST-1285,2025-08-21,27,Fitness,2,242.18,5.0,136.61,5175.61,3.9,West,2,270,0,7,4,15,514.94,460.14,100.29,0,Regular Customer
TX-11433,CUST-1252,2025-12-18,22,Clothing,2,56.58,5.0,26.85,3199.99,4.3,West,2,22,0,45,4,57,147.25,107.5,-3.2,0,Regular Customer
TX-11434,CUST-1605,2025-10-29,18,Home & Kitchen,2,32.52,15.0,14.41,2601.52,3.9,North,2,398,0,18,8,42,126.25,55.28,-21.56,0,Regular Customer
TX-11435,CUST-1045,2025-09-03,26,Grocery,4,18.7,0.0,15.19,7293.7,3.3,North,1,281,0,29,2,25,150.99,74.8,-99.87,1,At-Risk Customer
TX-11436,CUST-1403,2026-04-16,41,Fitness,1,120.56,0.0,57.71,1183.0,4.4,North,4,77,0,11,2,9,172.81,120.56,27.11,0,Regular Customer
TX-11437,CUST-1246,2025-09-25,40,Home & Kitchen,3,407.92,5.0,199.12,5524.39,4.2,North,4,63,0,3,5,7,1203.23,1162.57,464.35,0,Regular Customer
TX-11438,CUST-1416,2025-12-03,41,Furniture,1,229.07,5.0,138.2,1815.4,4.2,East,5,138,0,28,6,50,276.3,217.62,29.69,0,Loyal Customer
TX-11439,CUST-1663,2025-09-29,38,Electronics,2,1789.53,0.0,1207.22,7893.26,5.0,West,4,293,0,23,3,25,3614.89,3579.06,1028.22,0,Regular Customer
TX-11440,CUST-1165,2026-08-09,18,Grocery,6,53.87,20.0,42.4,1966.68,5.0,North,2,136,0,1,4,5,309.38,258.58,-34.32,0,Regular Customer
TX-11441,CUST-1474,2025-10-23,30,Fitness,1,429.61,0.0,254.09,7363.09,4.2,West,6,128,0,9,3,11,494.53,429.61,38.07,0,Regular Customer
TX-11442,CUST-1379,2026-06-30,37,Grocery,15,69.99,10.0,52.16,2645.75,4.0,North,5,391,0,34,1,12,1023.6,944.86,100.28,0,Regular Customer
TX-11443,CUST-1072,2026-02-27,40,Fitness,2,54.73,20.0,31.09,7596.18,4.6,East,3,18,0,29,4,37,121.55,87.57,-102.05,0,Regular Customer
TX-11444,CUST-1303,2026-03-20,42,Clothing,3,26.25,10.0,14.4,3539.94,4.8,South,1,233,0,24,1,12,100.62,70.88,-29.92,0,Regular Customer
TX-11445,CUST-1082,2026-06-27,43,Clothing,2,65.13,15.0,28.29,6782.46,4.8,North,3,271,0,9,4,19,156.23,110.72,-61.1,0,Regular Customer
TX-11446,CUST-1690,2026-02-16,31,Electronics,1,252.83,0.0,162.35,5696.27,4.7,North,1,113,0,34,4,47,280.18,252.83,0.54,0,Regular Customer
TX-11447,CUST-1476,2026-06-26,20,Electronics,1,531.92,0.0,350.21,2628.94,4.4,East,4,388,0,14,2,15,577.98,531.92,124.28,0,Regular Customer
TX-11448,CUST-1663,2026-05-27,48,Fitness,1,433.06,25.0,212.3,4922.48,2.8,North,5,362,0,14,2,15,396.39,324.8,16.16,1,At-Risk Customer
TX-11449,CUST-1792,2025-11-26,22,Furniture,1,786.16,10.0,453.32,5622.82,4.5,East,5,310,0,37,4,51,780.01,707.54,147.38,0,High Value Customer
TX-11450,CUST-1116,2026-07-12,18,Grocery,6,27.82,5.0,21.13,5354.05,3.6,South,6,161,0,10,3,14,189.08,158.57,-75.52,1,At-Risk Customer
TX-11451,CUST-1779,2025-12-07,37,Clothing,3,240.38,5.0,130.9,6628.74,5.0,East,3,350,0,13,2,13,729.54,685.08,179.45,0,Regular Customer
TX-11452,CUST-1515,2026-07-28,39,Grocery,4,22.14,10.0,15.57,1873.93,5.0,East,6,321,1,4,2,9,108.85,79.7,-62.0,0,Regular Customer
TX-11453,CUST-1381,2026-02-06,31,Grocery,15,6.57,20.0,4.74,1148.49,4.2,West,3,320,0,18,5,30,116.68,78.84,-22.99,0,Regular Customer
TX-11454,CUST-1125,2026-04-11,25,Fitness,2,110.71,15.0,60.08,4597.35,4.0,East,1,270,0,13,1,4,255.63,188.21,-5.41,0,Regular Customer
TX-11455,CUST-1376,2026-07-24,25,Fitness,1,325.77,10.0,175.53,7865.61,4.6,North,3,422,0,15,7,37,318.78,293.19,-13.82,0,Regular Customer
TX-11456,CUST-1468,2025-09-27,39,Electronics,2,1956.76,0.0,1524.33,1748.93,4.7,West,2,48,0,16,5,26,3981.22,3913.52,829.63,0,Regular Customer
TX-11457,CUST-1295,2025-09-22,30,Electronics,3,1851.25,0.0,1170.56,2734.48,4.7,South,3,215,0,33,3,36,5574.97,5553.75,1987.55,0,High Value Customer
TX-11458,CUST-1713,2025-10-28,24,Grocery,15,11.78,10.0,9.37,3238.54,3.8,South,3,301,0,20,3,20,202.53,159.03,-43.6,1,At-Risk Customer
TX-11459,CUST-1533,2026-07-01,61,Electronics,1,541.54,5.0,365.61,1185.01,4.7,East,3,74,0,16,5,26,534.6,514.46,117.58,0,Regular Customer
TX-11460,CUST-1698,2026-05-18,36,Furniture,1,189.12,10.0,101.42,4016.15,3.3,West,5,338,0,17,2,12,227.24,170.21,-13.95,1,At-Risk Customer
TX-11461,CUST-1454,2026-07-10,48,Electronics,3,1340.86,25.0,827.78,1859.21,2.8,East,3,292,0,31,4,38,3055.49,3016.93,492.21,1,At-Risk Customer
TX-11462,CUST-1022,2025-12-10,46,Home & Kitchen,1,415.5,15.0,167.03,3578.52,2.7,East,4,312,0,33,5,50,413.41,353.18,114.47,1,At-Risk Customer
TX-11463,CUST-1351,2026-07-15,66,Fitness,2,248.86,10.0,147.53,6962.04,4.0,East,3,376,0,12,6,27,488.79,447.95,34.96,0,Regular Customer
TX-11464,CUST-1681,2026-08-05,26,Home & Kitchen,3,114.32,5.0,64.19,4449.92,5.0,West,3,375,0,43,7,93,396.89,325.81,52.99,0,High Value Customer
TX-11465,CUST-1580,2025-10-20,53,Clothing,2,58.24,5.0,29.19,4208.78,3.5,South,4,169,0,45,6,83,154.44,110.66,-28.86,1,At-Risk Customer
TX-11466,CUST-1232,2026-04-18,55,Clothing,2,97.49,25.0,50.58,1091.11,3.7,East,5,160,0,21,5,38,212.21,146.23,6.21,1,At-Risk Customer
TX-11467,CUST-1048,2025-10-28,23,Clothing,6,145.37,20.0,62.35,3912.3,2.4,East,2,53,0,13,6,31,766.15,697.78,255.99,1,At-Risk Customer
TX-11468,CUST-1170,2026-06-26,39,Furniture,2,661.65,5.0,341.73,4776.71,4.5,East,1,15,0,10,4,12,1330.57,1257.13,497.52,0,Regular Customer
TX-11469,CUST-1179,2026-08-11,25,Fitness,1,201.51,5.0,130.32,3697.59,4.2,South,2,29,0,29,3,29,261.67,191.43,-3.35,0,Regular Customer
TX-11470,CUST-1119,2025-09-04,36,Clothing,1,84.45,10.0,37.48,1436.42,3.9,South,4,119,0,27,5,44,98.94,76.01,-1.02,0,Loyal Customer
TX-11471,CUST-1378,2025-11-16,34,Furniture,3,1023.0,25.0,647.4,7036.13,4.4,North,5,353,0,15,4,21,2356.13,2301.75,231.51,0,Regular Customer
TX-11472,CUST-1352,2025-10-28,18,Clothing,2,167.36,10.0,88.95,2329.9,4.5,West,3,360,0,13,2,9,345.93,301.25,74.9,0,Regular Customer
TX-11473,CUST-1166,2026-05-14,44,Clothing,2,230.65,0.0,107.7,1803.38,4.2,North,3,349,0,31,6,62,532.71,461.3,205.35,0,High Value Customer
TX-11474,CUST-1414,2026-04-26,26,Furniture,1,898.79,15.0,489.69,7686.4,5.0,West,2,312,0,51,3,47,806.06,763.97,149.99,0,High Value Customer
TX-11475,CUST-1159,2025-08-16,51,Fitness,1,48.22,0.0,28.07,3562.15,3.7,East,3,322,0,22,9,64,77.63,48.22,-46.78,0,Loyal Customer
TX-11476,CUST-1302,2026-04-13,31,Clothing,4,127.17,10.0,53.96,7071.08,3.6,South,2,423,0,20,4,30,508.4,457.81,126.91,1,At-Risk Customer
TX-11477,CUST-1746,2026-03-28,41,Clothing,1,93.48,25.0,48.77,7342.81,3.1,North,5,120,0,12,2,7,147.89,70.11,-111.3,1,At-Risk Customer
TX-11478,CUST-1041,2025-10-24,36,Fitness,2,245.68,0.0,117.77,2887.95,3.6,North,1,335,0,35,4,43,562.71,491.36,208.0,0,Regular Customer
TX-11479,CUST-1411,2026-06-26,26,Furniture,1,1045.99,5.0,634.89,1245.7,4.2,West,3,294,0,6,8,19,1050.58,993.69,326.61,0,Regular Customer
TX-11480,CUST-1334,2025-09-11,53,Home & Kitchen,2,162.23,10.0,83.34,6177.04,3.3,South,3,275,0,34,2,26,338.93,292.01,19.18,1,At-Risk Customer
TX-11481,CUST-1227,2026-01-03,28,Furniture,2,830.27,5.0,474.67,1767.27,3.4,North,3,29,1,13,1,6,1646.48,1577.51,-48.5,1,At-Risk Customer
TX-11482,CUST-1456,2026-07-26,31,Fitness,1,320.63,15.0,185.72,925.63,3.9,North,1,351,0,15,5,27,324.83,272.54,68.43,0,Regular Customer
TX-11483,CUST-1403,2025-11-21,35,Grocery,2,21.5,0.0,15.7,6217.0,4.4,East,7,120,0,36,3,35,117.9,43.0,-113.16,0,Regular Customer
TX-11484,CUST-1523,2025-09-11,50,Fitness,3,49.19,10.0,26.26,6872.62,4.4,East,3,296,0,20,6,35,209.67,132.81,-62.56,0,Loyal Customer
TX-11485,CUST-1733,2026-03-20,43,Clothing,3,193.32,15.0,94.86,3345.64,4.4,West,1,434,0,12,5,19,539.8,492.97,153.7,0,Regular Customer
TX-11486,CUST-1291,2026-02-06,27,Clothing,1,162.34,10.0,83.52,6405.69,5.0,East,1,21,0,13,3,19,209.35,146.11,-38.0,0,Regular Customer
TX-11487,CUST-1574,2025-09-27,29,Furniture,2,1089.4,0.0,692.23,6634.05,3.9,West,5,384,0,22,3,20,2212.02,2178.8,672.33,1,At-Risk Customer
TX-11488,CUST-1425,2026-03-28,35,Clothing,2,53.84,0.0,28.86,4088.22,2.5,South,3,118,0,29,7,60,185.32,107.68,-24.86,1,At-Risk Customer
TX-11489,CUST-1434,2026-03-14,30,Furniture,2,925.41,5.0,585.9,968.48,4.4,North,1,178,0,19,4,23,1798.21,1758.28,567.45,0,Regular Customer
TX-11490,CUST-1310,2026-04-14,19,Home & Kitchen,1,364.9,10.0,202.46,5779.05,4.5,East,6,399,1,35,4,47,349.8,328.41,-62.0,1,At-Risk Customer
TX-11491,CUST-1604,2026-02-22,30,Electronics,5,318.92,5.0,207.18,5477.79,3.8,North,3,122,0,8,4,16,1561.31,1514.87,383.3,1,At-Risk Customer
TX-11492,CUST-1279,2026-03-14,26,Furniture,2,892.33,15.0,492.27,6482.93,4.9,West,4,128,0,7,3,15,1543.62,1516.96,417.18,0,Regular Customer
TX-11493,CUST-1773,2025-10-23,28,Furniture,2,317.16,5.0,159.15,6531.26,3.7,South,5,95,0,24,4,35,666.49,602.6,163.84,1,At-Risk Customer
TX-11494,CUST-1296,2026-05-24,50,Grocery,6,56.88,15.0,41.05,4649.66,3.9,North,4,121,0,26,5,44,318.13,290.09,-43.96,0,Loyal Customer
TX-11495,CUST-1309,2026-06-09,55,Clothing,1,62.24,10.0,30.55,4291.65,4.4,West,2,90,0,15,3,15,101.77,56.02,-47.91,0,Regular Customer
TX-11496,CUST-1474,2025-12-06,33,Electronics,1,1692.64,5.0,1220.18,4348.42,5.0,North,4,220,0,45,2,27,1660.49,1608.01,304.6,0,Regular Customer
TX-11497,CUST-1307,2026-07-07,39,Fitness,2,444.67,10.0,253.24,701.5,4.8,West,2,400,0,17,4,26,835.48,800.41,274.4,0,Regular Customer
TX-11498,CUST-1681,2026-01-08,49,Grocery,15,38.92,0.0,29.9,4149.75,4.4,South,2,383,0,17,4,24,639.77,583.8,64.05,0,Regular Customer
TX-11499,CUST-1704,2026-07-10,42,Furniture,2,246.34,25.0,139.48,7856.06,4.3,North,1,299,0,26,4,36,391.59,369.51,-31.79,0,High Value Customer
TX-11500,CUST-1283,2026-04-23,35,Electronics,2,1641.25,0.0,1134.69,4391.36,4.3,East,2,420,0,1,3,2,3323.43,3282.5,938.25,0,Regular Customer
TX-11501,CUST-1579,2026-03-25,21,Clothing,2,175.19,5.0,62.99,6135.64,3.4,West,2,355,0,6,5,17,409.6,332.86,105.85,1,At-Risk Customer
TX-11502,CUST-1122,2026-02-21,33,Home & Kitchen,2,232.44,20.0,134.79,4188.79,5.0,North,4,117,0,9,5,16,427.44,371.9,21.49,0,Regular Customer
TX-11503,CUST-1166,2026-06-07,39,Electronics,2,1617.33,5.0,1156.98,6793.94,4.2,South,5,60,0,9,3,8,3109.43,3072.93,634.56,0,Regular Customer
TX-11504,CUST-1709,2025-10-22,32,Clothing,3,80.4,10.0,33.62,6919.91,4.2,South,1,24,1,7,4,9,276.46,217.08,-39.5,1,At-Risk Customer
TX-11505,CUST-1369,2026-03-16,43,Fitness,2,481.68,10.0,272.16,2220.05,4.9,East,6,198,1,24,3,29,898.09,867.02,-62.0,0,Regular Customer
TX-11506,CUST-1298,2026-05-12,59,Fitness,3,532.5,10.0,320.59,6989.89,3.7,North,2,296,0,1,6,9,1503.94,1437.75,362.13,1,At-Risk Customer
TX-11507,CUST-1784,2026-07-01,48,Furniture,1,629.2,5.0,407.28,1248.93,3.5,North,2,128,0,28,4,35,663.0,597.74,162.73,1,At-Risk Customer
TX-11508,CUST-1171,2026-05-19,18,Clothing,1,186.07,5.0,73.39,1800.3,3.3,East,1,150,0,9,4,14,238.79,176.77,71.87,1,At-Risk Customer
TX-11509,CUST-1701,2026-01-15,29,Clothing,2,215.45,25.0,104.49,2327.02,3.4,East,5,28,1,24,3,27,390.62,323.17,-57.5,1,At-Risk Customer
TX-11510,CUST-1593,2026-02-10,31,Furniture,1,212.48,0.0,145.61,5283.76,3.7,North,4,31,0,29,3,32,248.44,212.48,-30.39,1,At-Risk Customer
TX-11511,CUST-1288,2026-02-20,40,Grocery,6,25.65,5.0,21.33,2010.91,4.4,West,3,215,0,28,5,48,202.25,146.2,-25.44,0,Loyal Customer
TX-11512,CUST-1166,2025-10-05,25,Furniture,2,648.79,5.0,440.0,1462.62,5.0,South,3,97,0,21,3,27,1292.28,1232.7,317.26,0,Regular Customer
TX-11513,CUST-1192,2026-05-27,50,Home & Kitchen,2,446.84,15.0,213.29,4837.78,4.9,North,1,188,0,15,1,13,793.19,759.63,255.98,0,Regular Customer
TX-11514,CUST-1078,2025-10-12,35,Furniture,1,475.95,10.0,268.3,5123.59,3.9,North,3,385,0,28,6,57,505.15,428.36,69.7,0,Loyal Customer
TX-11515,CUST-1319,2026-08-02,30,Clothing,2,207.62,15.0,94.19,5014.44,3.5,South,3,429,0,24,2,17,428.46,352.95,75.86,1,At-Risk Customer
TX-11516,CUST-1611,2026-05-08,55,Clothing,2,167.46,15.0,77.57,5399.41,3.7,South,5,348,0,51,5,81,337.63,284.68,26.05,0,Loyal Customer
TX-11517,CUST-1029,2025-10-13,20,Furniture,1,1018.14,25.0,542.54,3436.68,4.7,South,3,273,0,35,6,65,790.91,763.61,156.01,0,High Value Customer
TX-11518,CUST-1145,2026-08-01,48,Furniture,2,315.28,10.0,177.11,1182.8,3.1,East,1,380,0,22,3,27,634.38,567.5,191.04,1,At-Risk Customer
TX-11519,CUST-1133,2025-09-23,47,Grocery,4,76.82,0.0,56.16,5155.43,3.9,North,1,252,1,24,5,35,334.84,307.28,-39.5,1,At-Risk Customer
TX-11520,CUST-1793,2026-04-18,18,Grocery,4,22.22,20.0,16.12,732.54,4.7,North,3,251,0,32,8,79,101.6,71.1,-17.86,0,Loyal Customer
TX-11521,CUST-1033,2026-07-17,31,Home & Kitchen,1,231.89,10.0,106.6,2073.7,3.9,North,5,353,0,12,3,12,243.07,208.7,48.5,1,At-Risk Customer
TX-11522,CUST-1259,2025-09-05,42,Electronics,3,399.33,5.0,281.66,1985.01,4.8,East,5,41,0,23,5,41,1195.23,1138.09,240.84,0,High Value Customer
TX-11523,CUST-1772,2025-10-02,23,Electronics,1,1416.36,5.0,985.98,7322.18,4.7,South,6,108,0,7,6,19,1380.33,1345.54,222.73,0,Regular Customer
TX-11524,CUST-1204,2025-11-16,18,Fitness,1,367.82,20.0,190.37,7133.99,3.5,East,3,255,1,22,7,47,330.55,294.26,-48.5,1,At-Risk Customer
TX-11525,CUST-1149,2026-01-03,36,Home & Kitchen,1,86.23,5.0,41.14,5797.91,2.6,East,2,259,0,20,5,29,116.9,81.92,-55.19,1,At-Risk Customer
TX-11526,CUST-1512,2026-06-23,39,Furniture,2,390.11,0.0,207.19,836.75,3.8,North,4,30,0,41,4,51,821.65,780.22,335.29,0,Regular Customer
TX-11527,CUST-1592,2025-08-21,40,Home & Kitchen,1,253.79,10.0,143.41,4851.29,3.8,South,3,63,0,1,8,9,284.55,228.41,-1.27,1,At-Risk Customer
TX-11528,CUST-1288,2025-11-09,42,Home & Kitchen,2,245.87,15.0,146.04,6065.17,4.0,North,3,427,0,10,6,24,469.48,417.98,21.42,0,Regular Customer
TX-11529,CUST-1101,2025-12-01,38,Home & Kitchen,2,166.94,0.0,78.08,2560.66,5.0,West,3,42,0,16,5,29,379.12,333.88,125.81,0,Regular Customer
TX-11530,CUST-1603,2025-11-16,25,Grocery,15,30.05,15.0,21.18,1204.38,4.9,North,5,373,0,7,3,13,462.11,383.14,24.87,0,Regular Customer
TX-11531,CUST-1363,2026-02-24,42,Grocery,4,73.72,5.0,64.29,2864.86,4.9,South,3,443,0,18,2,13,320.24,280.14,-33.5,0,Regular Customer
TX-11532,CUST-1417,2025-10-10,24,Clothing,2,40.81,0.0,18.4,4179.15,4.9,North,4,68,0,29,5,43,109.54,81.62,-35.87,0,Loyal Customer
TX-11533,CUST-1532,2025-10-22,30,Grocery,6,63.61,0.0,55.12,4686.21,3.9,East,4,127,0,31,2,20,438.47,381.66,-37.35,0,Regular Customer
TX-11534,CUST-1570,2025-09-03,41,Electronics,1,1912.87,20.0,1222.92,7862.51,4.3,East,4,86,0,21,13,81,1561.92,1530.3,171.44,0,High Value Customer
TX-11535,CUST-1394,2026-01-06,33,Grocery,6,21.11,5.0,18.22,1512.17,2.1,East,4,78,0,2,6,7,173.67,120.33,-29.68,1,At-Risk Customer
TX-11536,CUST-1454,2025-12-07,34,Home & Kitchen,2,221.25,25.0,112.32,5391.27,3.3,West,3,156,0,31,1,17,399.93,331.88,12.87,1,At-Risk Customer
TX-11537,CUST-1438,2025-11-18,29,Electronics,2,767.69,0.0,554.97,6339.25,3.9,West,5,324,0,7,8,24,1563.46,1535.38,307.85,1,At-Risk Customer
TX-11538,CUST-1376,2025-11-13,34,Electronics,2,980.59,0.0,603.43,3932.46,5.0,West,1,395,0,43,2,27,2008.26,1961.18,690.83,0,Regular Customer
TX-11539,CUST-1405,2026-03-26,32,Home & Kitchen,1,192.69,10.0,113.58,3413.83,4.6,North,2,57,0,24,3,23,209.94,173.42,-0.37,0,Regular Customer
TX-11540,CUST-1404,2026-03-07,27,Fitness,1,529.51,15.0,293.14,2063.4,3.3,North,5,281,0,1,5,3,513.72,450.08,103.49,1,At-Risk Customer
TX-11541,CUST-1172,2025-09-16,41,Clothing,4,92.83,20.0,41.97,692.63,4.4,South,4,16,0,39,8,98,374.91,297.06,100.79,0,High Value Customer
TX-11542,CUST-1609,2026-03-08,39,Electronics,1,2198.85,15.0,1374.11,741.43,3.3,South,2,405,0,22,4,34,1909.79,1869.02,474.79,1,At-Risk Customer
TX-11543,CUST-1742,2026-04-26,25,Clothing,2,193.35,0.0,90.93,4950.89,3.9,East,2,304,0,32,7,72,453.64,386.7,121.58,0,Loyal Customer
TX-11544,CUST-1659,2026-03-06,42,Clothing,4,246.72,0.0,110.68,999.92,4.1,West,2,345,0,10,2,9,1048.88,986.88,520.16,0,Regular Customer
TX-11545,CUST-1414,2026-04-19,39,Home & Kitchen,5,430.63,25.0,212.37,7271.82,3.5,East,4,336,0,31,4,37,1674.69,1614.86,425.94,1,At-Risk Customer
TX-11546,CUST-1465,2025-10-08,47,Electronics,3,1202.32,5.0,752.15,5741.44,3.6,East,3,34,0,1,7,9,3498.16,3426.61,1070.54,1,At-Risk Customer
TX-11547,CUST-1236,2026-07-01,28,Furniture,1,534.35,10.0,300.33,6542.06,3.5,North,2,134,1,9,6,24,539.69,480.92,-44.0,1,At-Risk Customer
TX-11548,CUST-1054,2025-09-17,24,Grocery,15,8.33,15.0,6.07,4457.79,3.8,North,3,19,0,26,8,68,176.11,106.21,-65.21,0,Loyal Customer
TX-11549,CUST-1391,2026-06-19,37,Fitness,1,172.66,10.0,109.54,5159.3,5.0,East,1,209,0,15,2,9,228.62,155.39,-36.04,0,Regular Customer
TX-11550,CUST-1636,2026-06-29,51,Electronics,3,2022.42,5.0,1486.27,6990.17,5.0,North,2,33,0,24,3,24,5818.25,5763.9,1191.23,0,Regular Customer
TX-11551,CUST-1532,2026-04-23,37,Grocery,2,44.26,15.0,37.22,4406.58,3.7,South,4,51,0,18,4,26,145.66,75.24,-83.3,1,At-Risk Customer
TX-11552,CUST-1509,2026-04-22,31,Home & Kitchen,3,363.48,5.0,192.22,632.23,4.0,East,2,216,0,31,8,78,1111.5,1035.92,440.77,0,High Value Customer
TX-11553,CUST-1553,2026-05-20,37,Electronics,3,1599.63,0.0,986.91,6802.45,4.5,North,3,226,0,10,4,13,4859.47,4798.89,1722.62,0,Regular Customer
TX-11554,CUST-1121,2026-02-26,47,Grocery,6,78.37,0.0,57.76,5847.91,3.8,East,1,427,0,15,2,16,527.78,470.22,31.44,0,Regular Customer
TX-11555,CUST-1453,2026-04-06,38,Electronics,2,1382.46,10.0,1028.51,4371.63,5.0,North,3,395,0,25,4,30,2564.04,2488.43,352.33,0,Regular Customer
TX-11556,CUST-1675,2026-01-16,32,Fitness,1,47.09,0.0,24.88,4532.58,4.7,South,2,17,0,33,5,49,72.85,47.09,-54.78,0,Loyal Customer
TX-11557,CUST-1137,2026-01-20,18,Fitness,2,537.5,0.0,265.04,7654.82,2.8,West,6,34,0,35,1,19,1131.24,1075.0,403.1,1,At-Risk Customer
TX-11558,CUST-1112,2026-06-01,34,Fitness,3,534.57,5.0,256.46,3347.95,4.4,West,6,300,0,16,6,33,1586.12,1523.52,676.93,0,Regular Customer
TX-11559,CUST-1701,2026-05-17,25,Home & Kitchen,2,353.48,0.0,142.78,5972.36,4.7,West,1,308,0,33,4,39,742.49,706.96,327.31,0,High Value Customer
TX-11560,CUST-1160,2026-04-30,61,Electronics,2,1069.2,0.0,810.25,2172.9,4.4,West,6,218,0,14,4,22,2170.13,2138.4,458.31,0,Regular Customer
TX-11561,CUST-1605,2026-02-23,33,Home & Kitchen,2,320.72,20.0,180.82,6982.06,4.5,East,4,252,0,3,5,12,551.76,513.15,28.78,0,Regular Customer
TX-11562,CUST-1291,2026-01-25,54,Electronics,1,1190.57,20.0,781.8,7037.43,4.0,North,4,190,0,31,4,38,1014.86,952.46,47.09,0,High Value Customer
TX-11563,CUST-1131,2026-02-17,34,Clothing,3,170.47,0.0,74.59,5885.42,2.2,North,5,335,0,12,3,12,557.76,511.41,176.86,1,At-Risk Customer
TX-11564,CUST-1640,2026-02-04,37,Grocery,4,33.31,0.0,27.26,1818.87,4.0,North,5,97,0,1,2,8,157.28,133.24,-25.58,1,At-Risk Customer
TX-11565,CUST-1365,2026-03-12,35,Clothing,6,137.34,15.0,71.7,2964.23,4.1,North,1,216,0,32,2,23,732.33,700.43,221.27,0,Regular Customer
TX-11566,CUST-1253,2025-12-12,34,Fitness,2,177.46,5.0,100.3,5640.88,3.5,East,5,368,0,2,3,10,377.91,337.17,29.46,1,At-Risk Customer
TX-11567,CUST-1704,2025-09-16,28,Clothing,2,178.45,0.0,94.6,684.55,4.7,North,2,378,0,32,4,45,413.97,356.9,148.43,0,High Value Customer
TX-11568,CUST-1020,2026-05-16,25,Clothing,1,191.76,15.0,76.71,7258.74,4.4,North,3,244,0,23,4,30,234.16,163.0,-36.1,0,Regular Customer
TX-11569,CUST-1432,2026-05-31,36,Home & Kitchen,1,290.45,15.0,139.63,1012.14,3.3,West,2,348,0,10,5,16,298.8,246.88,83.07,1,At-Risk Customer
TX-11570,CUST-1712,2026-04-11,31,Home & Kitchen,1,47.34,20.0,25.39,6036.03,5.0,North,5,446,0,9,1,6,71.23,37.87,-100.56,0,Regular Customer
TX-11571,CUST-1386,2026-06-02,18,Grocery,6,18.61,15.0,16.27,4221.05,3.0,East,3,188,0,1,5,3,168.63,94.91,-79.52,1,At-Risk Customer
TX-11572,CUST-1500,2025-10-04,56,Fitness,1,431.28,0.0,233.8,3379.36,4.6,South,2,80,0,19,7,45,467.21,431.28,137.79,0,High Value Customer
TX-11573,CUST-1514,2026-07-21,35,Clothing,2,139.65,15.0,75.3,2510.18,3.9,South,4,278,0,15,5,26,277.25,237.41,31.15,0,Regular Customer
TX-11574,CUST-1372,2026-03-25,32,Furniture,3,433.88,0.0,255.66,7364.32,3.9,West,3,187,0,24,2,17,1359.33,1301.64,410.7,0,Regular Customer
TX-11575,CUST-1077,2026-05-15,33,Furniture,4,699.54,10.0,365.89,3350.65,3.9,East,3,384,0,6,3,12,2576.81,2518.34,991.02,0,Regular Customer
TX-11576,CUST-1304,2026-06-03,58,Grocery,10,63.04,15.0,55.09,5710.68,3.9,South,2,240,0,22,5,32,565.18,535.84,-109.72,0,Loyal Customer
TX-11577,CUST-1094,2026-06-06,42,Electronics,1,459.04,0.0,339.73,3758.65,3.2,East,3,19,0,23,3,24,503.56,459.04,49.43,1,At-Risk Customer
TX-11578,CUST-1580,2026-05-12,31,Grocery,4,53.43,5.0,45.22,6348.07,3.3,West,5,60,0,14,6,28,223.4,203.03,-95.57,1,At-Risk Customer
TX-11579,CUST-1078,2026-07-13,52,Clothing,3,114.9,10.0,49.88,639.71,4.4,East,3,351,0,8,5,14,362.15,310.23,137.49,0,Regular Customer
TX-11580,CUST-1552,2026-01-21,41,Furniture,2,735.78,15.0,400.7,6545.8,2.9,West,4,418,0,24,3,21,1326.16,1250.83,333.24,1,At-Risk Customer
TX-11581,CUST-1639,2026-05-04,48,Grocery,2,14.31,5.0,10.34,2976.98,4.3,South,4,359,0,23,4,27,106.58,27.19,-56.15,0,Regular Customer
TX-11582,CUST-1642,2026-08-09,51,Home & Kitchen,2,268.08,5.0,133.31,3657.71,4.1,South,2,249,0,30,7,66,576.86,509.35,178.87,0,High Value Customer
TX-11583,CUST-1218,2026-07-18,26,Fitness,2,344.62,5.0,194.1,6609.4,3.7,West,4,232,0,1,7,5,690.5,654.78,149.44,1,At-Risk Customer
TX-11584,CUST-1653,2026-05-13,50,Home & Kitchen,1,174.95,25.0,86.6,2899.62,4.9,West,2,443,0,6,4,10,171.44,131.21,-7.88,0,Regular Customer
TX-11585,CUST-1744,2026-06-30,46,Electronics,4,949.04,15.0,651.51,2325.73,4.0,South,1,144,0,3,6,14,3303.4,3226.74,581.31,0,Regular Customer
